,Unnamed: 0,image,dataset
18,3020,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_18_16_8DC1EB70_8DB3D3F0_A9CFAC6D_23306_2.npy,val
19,8131,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow2/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_18_14_E6FF94BC_31312DFD_7B62C816_21349_3.npy,train
20,27119,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_19_1_0DD9F66E_CE1E5767_8ADF7AA4_33491_3.npy,train
21,7090,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_18_15_7FFDD654_7FEFBED4_D63EC6D7_22443_3.npy,train
22,24617,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_18_13_8768F6A9_875ADF29_7EFA58FE_21092_4.npy,train
23,4622,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_newset_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA-part2_DMIST-SHA_2019_3_22_7_C017CF7C_C009B7FC_76C258B7_10255_4.npy,val
24,36936,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_19_2_E27C0B94_D1A01828_347BD97E_35611_2.npy,train
25,6986,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_18_18_68A50334_6896EBB4_1C5A2E20_2516_2.npy,train
26,2844,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow2/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_18_23_30D990DB_7B0B2A1C_C53CCEFE_30845_2.npy,train
27,35072,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_newset_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA-part2_DMIST-SHA_2019_3_22_13_ADD3957B_ADC57DFB_030956D5_17105_2.npy,train
28,2310,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow2/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_18_23_3992EADD_83C4841E_CDF62826_30369_2.npy,train
29,5909,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_newset_tensorflow3/_mnt_jk489_acr_dmist_DMIST-SHA-part2_DMIST-SHA_2019_3_22_13_F961277B_7866D96F_397E9F20_17206_2.npy,train
30,12283,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_18_20_BA0ADBBB_27E83E1F_8B761580_27181_2.npy,train
31,2401,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow2/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_18_19_24203AE3_6E51D424_B88374AA_2599_2.npy,train
32,12847,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow2/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_18_20_4CA1473A_96D2E07B_E10479C0_27655_3.npy,train
33,1325,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_newset_tensorflow2/_mnt_jk489_acr_dmist_DMIST-SHA-part2_DMIST-SHA_2019_3_22_11_F786BECC_41B8580D_8BE9F4EC_14538_3.npy,train
34,19476,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_newset_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA-part2_DMIST-SHA_2019_3_22_7_D4DB11B8_D4CCFA38_27D4837E_10112_4.npy,train
35,20492,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow2/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_18_21_67AFAD49_B1E1468A_FC12DFCB_28182_4.npy,train
36,2541,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_newset_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA-part2_DMIST-SHA_2019_3_22_11_16D45C2F_16C644AF_3742A61B_14901_1.npy,val
37,5324,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_18_13_1E3828B6_6F04C655_BE75A083_20827_2.npy,val
38,6916,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow3/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_19_4_A3A86E1E_987E4F7E_5F7EAF09_39528_2.npy,train
39,9915,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_newset_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA-part2_DMIST-SHA_2019_3_22_15_F034BE09_E10826C6_E49FA2FF_19236_3.npy,train
40,14092,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_18_13_4A7CA0B7_725D768E_988D2D3B_20229_1.npy,train
41,26260,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_newset_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA-part2_DMIST-SHA_2019_3_22_15_7F308E5F_7F2276DF_BA20C53C_19557_1.npy,train
42,259,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_newset_tensorflow3/_mnt_jk489_acr_dmist_DMIST-SHA-part2_DMIST-SHA_2019_3_22_13_B0BD5B57_C4E3C047_C1146D0A_17019_1.npy,train
43,2636,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_19_1_267153A6_26633C26_ABD2713A_32508_4.npy,val
44,2130,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_newset_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA-part2_DMIST-SHA_2019_3_22_9_F69D92BF_870F6B21_B3BE3DC4_12033_2.npy,train
45,351,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_newset_tensorflow2/_mnt_jk489_acr_dmist_DMIST-SHA-part2_DMIST-SHA_2019_3_22_16_F952451F_4383DE60_8DB577A1_6787_2.npy,train
46,23007,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_18_17_4C1D2392_8F51F197_460DDB37_2454_3.npy,train
47,21282,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow2/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_19_2_DF53AA75_298543B6_73B7330E_3438_3.npy,train
48,9842,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_newset_tensorflow2/_mnt_jk489_acr_dmist_DMIST-SHA-part2_DMIST-SHA_2019_3_22_9_289999B4_72CB32F5_BCFCD39A_11866_2.npy,train
49,2623,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow2/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_19_0_44430F99_8FA77F53_D9D96B2A_31163_3.npy,train
50,12635,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow2/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_18_20_315B8446_7B8D1D87_C5BEB6C8_27090_1.npy,train
51,558,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow3/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_19_1_2555315A_EC867A7B_13C2C984_33160_2.npy,val
52,11822,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_19_4_263A9DE0_4E3B9F49_C65F28F7_38944_2.npy,train
53,7228,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_18_15_2BF072F8_2BE25B78_EAD62A5D_22131_3.npy,train
54,22364,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_newset_tensorflow2/_mnt_jk489_acr_dmist_DMIST-SHA-part2_DMIST-SHA_2019_3_22_11_E745DCE5_31777626_7BA90F67_14705_2.npy,train
55,15967,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_newset_tensorflow2/_mnt_jk489_acr_dmist_DMIST-SHA-part2_DMIST-SHA_2019_3_22_13_5F7282E2_A9A41C23_F3D616FF_16564_3.npy,train
56,5013,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_newset_tensorflow2/_mnt_jk489_acr_dmist_DMIST-SHA-part2_DMIST-SHA_2019_3_22_13_962C8363_E05E1CA4_2A8FB5E5_17570_2.npy,train
57,22509,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_newset_tensorflow2/_mnt_jk489_acr_dmist_DMIST-SHA-part2_DMIST-SHA_2019_3_22_11_ECA9F3A0_36DB8CE1_810D2DE4_14885_3.npy,train
58,1248,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_newset_tensorflow2/_mnt_jk489_acr_dmist_DMIST-SHA-part2_DMIST-SHA_2019_3_22_15_7B1E6B4A_C550048B_0F81ABD7_19928_1.npy,val
59,1263,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_18_16_20143732_7C6B33AC_05AF3EB4_22922_3.npy,train
60,18465,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_18_13_963458D5_79E0484B_82554547_21005_3.npy,train
61,40101,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_18_19_70B63CC1_70A82541_B35AD2E2_26473_3.npy,train
62,3571,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow3/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_19_0_EBC9D437_02111254_8CFD3DC0_32111_3.npy,train
63,13152,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_newset_tensorflow2/_mnt_jk489_acr_dmist_DMIST-SHA-part2_DMIST-SHA_2019_3_22_13_69F82AAB_B429C3EC_FE5B6052_16834_1.npy,train
64,2064,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_newset_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA-part2_DMIST-SHA_2019_3_22_17_4C2F206E_3913D19C_17295CDF_7883_3.npy,train
65,31162,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_19_0_D17AA0A4_A8DC3E72_AF7E0D75_31679_3.npy,train
66,35440,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_newset_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA-part2_DMIST-SHA_2019_3_22_15_1D531121_1D44F9A1_0D5F5BA4_19665_2.npy,train
67,21270,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_18_13_09C86A49_09BA52C9_8C1D67F2_20942_3.npy,train
68,2469,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow2/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_18_21_7AB51E6E_C4E6B7AF_22E7F425_28358_2.npy,val
69,2497,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_newset_tensorflow2/_mnt_jk489_acr_dmist_DMIST-SHA-part2_DMIST-SHA_2019_3_22_9_99BBA5CA_E3ED3F0B_2E1F3170_11370_3.npy,val
70,34801,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_18_17_645440F9_64462979_0B4622C1_23682_2.npy,train
71,13089,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_18_13_F820587D_F81240FD_B0E6C67E_20725_2.npy,train
72,21837,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_newset_tensorflow2/_mnt_jk489_acr_dmist_DMIST-SHA-part2_DMIST-SHA_2019_3_22_10_2244F8EF_6C769230_B6A8332A_12248_3.npy,train
73,2378,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow2/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_18_21_2B1F71CE_75510B0F_BF82A817_28141_3.npy,val
74,1569,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow3/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_18_18_5168C77D_772642A5_FFE0A3B6_25105_3.npy,train
75,2759,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_19_2_9B5CD767_9B4EBFE7_2DA70CDD_34971_3.npy,val
76,8782,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow2/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_19_5_338E9652_7DC02F93_C7F22748_5570_1.npy,train
77,11212,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_newset_tensorflow2/_mnt_jk489_acr_dmist_DMIST-SHA-part2_DMIST-SHA_2019_3_22_16_36AFB3F9_80E14D3A_CB1339D1_7429_2.npy,train
78,1293,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_18_13_0C0991D1_0BFB7A51_61E349B4_20854_4.npy,val
79,8584,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_19_4_57A26475_15812131_22186270_3807_2.npy,train
80,6301,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow2/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_18_18_32C286CB_7CF4200C_C725B94D_25496_1.npy,train
81,3563,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow2/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_18_15_00137AC7_4A451408_9476AD49_2179_2.npy,train
82,37517,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_19_2_78595811_A860775C_5ED6A587_3572_2.npy,train
83,6990,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow2/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_18_18_CFDCCD5B_1A0E669C_64400381_24903_1.npy,train
84,15149,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_newset_tensorflow2/_mnt_jk489_acr_dmist_DMIST-SHA-part2_DMIST-SHA_2019_3_22_13_9E274E66_E858E7A7_328A844B_17248_2.npy,train
85,28249,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_newset_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA-part2_DMIST-SHA_2019_3_22_9_09454021_093728A1_6E433E27_11430_2.npy,train
86,2474,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow2/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_18_16_22906B14_6CC20455_B6F39D96_22618_1.npy,train
87,3821,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_newset_tensorflow2/_mnt_jk489_acr_dmist_DMIST-SHA-part2_DMIST-SHA_2019_3_22_16_34A6BFD1_7ED85912_C909F5D6_7281_2.npy,train
88,32333,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_19_1_A93505CA_A926EE4A_8895DCCC_32664_3.npy,train
89,19312,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_18_22_3A9B6B06_3A8D5386_73614E75_29240_3.npy,train
90,2270,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_18_20_764DF6D1_ACAD4286_18B4E887_27272_3.npy,val
91,10852,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow2/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_18_22_867C3A58_D0ADD399_1ADF735F_29082_3.npy,train
92,3690,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_newset_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA-part2_DMIST-SHA_2019_3_22_7_78E18383_78D36C03_FEAEDF67_10619_4.npy,val
93,6047,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_18_13_7B29B5E1_7B1B9E61_B2661C4D_20251_2.npy,train
94,35256,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_newset_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA-part2_DMIST-SHA_2019_3_22_16_1B211E71_1B1306F1_C6D1B8CB_6384_2.npy,train
95,21025,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_18_13_90B54B6E_8F80E6B3_B3351753_20443_2.npy,train
96,1946,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_18_19_52E34673_52D52EF3_2A90D298_26023_2.npy,train
97,3500,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow3/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_18_17_B01F5DD9_4640FEFF_57893D9E_24353_1.npy,train
98,26478,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_newset_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA-part2_DMIST-SHA_2019_3_22_15_5B444867_5B3630E7_A6A13A4A_19023_3.npy,train
99,10058,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_newset_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA-part2_DMIST-SHA_2019_3_22_16_73960DB1_E9547DF9_787B3704_6330_2.npy,train
100,4316,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_newset_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA-part2_DMIST-SHA_2019_3_22_11_243071E2_24225A62_D7FD1F91_13825_2.npy,val
101,28938,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_19_1_E5CAF915_E5BCE195_01D46E98_32462_3.npy,train
102,3559,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_newset_tensorflow2/_mnt_jk489_acr_dmist_DMIST-SHA-part2_DMIST-SHA_2019_3_22_10_52C068E0_9CF20221_E7239F3C_13069_2.npy,train
103,37485,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_18_16_25E1A09D_DAA288B0_2F525A90_22769_3.npy,train
104,6639,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_newset_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA-part2_DMIST-SHA_2019_3_22_8_95556EB8_95475738_55E9A5DD_10796_2.npy,train
105,583,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow2/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_18_23_42392DD2_8C6AC713_D69CD019_30897_3.npy,val
106,24631,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_19_3_F0739BBB_F065843B_7FD4507F_36167_3.npy,train
107,4745,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_newset_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA-part2_DMIST-SHA_2019_3_22_16_5FDD3282_5FCF1B02_EBE3701A_6548_3.npy,val
108,15871,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow2/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_19_5_B3A237C8_FDD3D109_48056A4A_5727_3.npy,train
109,20882,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow2/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_18_22_0D8BBDB4_57BD56F5_A1EEF3D7_29816_3.npy,train
110,8466,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow2/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_18_15_15576C87_5F8905C8_A9BAA369_21844_2.npy,train
111,3098,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_18_21_38008C24_37F274A4_CD419710_28700_3.npy,train
112,30924,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_18_16_11C04659_775812E4_2B6ABDE1_23191_2.npy,train
113,32085,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_18_13_FAD81836_FACA00B6_69D5E95D_20277_2.npy,train
114,29210,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_18_20_96E81A15_96DA0295_488DF722_27326_3.npy,train
115,13495,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_newset_tensorflow2/_mnt_jk489_acr_dmist_DMIST-SHA-part2_DMIST-SHA_2019_3_22_11_E5B8A04D_2FEA398E_7A1BD68E_14702_2.npy,train
116,31813,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_18_18_C6D618D9_5110CC72_FFCEBE1C_25568_3.npy,train
117,7935,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_newset_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA-part2_DMIST-SHA_2019_3_22_15_B1F076B4_DD072743_800AF78A_19885_2.npy,train
118,29125,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_19_5_74391FB7_C4FD5B90_FD948C59_5902_3.npy,train
119,22791,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_newset_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA-part2_DMIST-SHA_2019_3_22_15_EB4D84FA_0120FFB0_4C0E080D_6073_2.npy,train
120,11650,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow2/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_18_23_269AAFE1_70CC4922_BAFDE9E0_30168_2.npy,train
121,16169,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_19_6_B95666E3_B9484F63_01079E49_8766_2.npy,train
122,4219,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow2/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_19_2_DF5FE83D_2991817E_73C322A3_34224_2.npy,train
123,8692,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_newset_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA-part2_DMIST-SHA_2019_3_22_9_5DBDBD9F_5DAFA61F_5E9F1D62_11137_2.npy,train
